year,area,age_group,day_consultations,modality,priority,center_id,professional_type,total_hours,total_area_hours,weight,day_consultations_center
2022,Murcia Este,10-14,17,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,1
2022,Murcia Este,10-14,17,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,1
2022,Murcia Este,10-14,17,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,1
2022,Murcia Este,10-14,17,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,1
2022,Murcia Este,10-14,17,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,1
2022,Murcia Este,10-14,17,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,1
2022,Murcia Este,10-14,17,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,1
2022,Murcia Este,10-14,17,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2022,Murcia Este,10-14,17,In-person,0,68,GP,102,3414.1666666666665,0.02987551867219917,1
2022,Murcia Este,10-14,17,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2022,Murcia Este,10-14,17,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,1
2022,Murcia Este,15-19,22,In-person,0,5,GP,106,3414.1666666666665,0.031047107639736393,1
2022,Murcia Este,15-19,22,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,2
2022,Murcia Este,15-19,22,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,1
2022,Murcia Este,15-19,22,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,1
2022,Murcia Este,15-19,22,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,2
2022,Murcia Este,15-19,22,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,2
2022,Murcia Este,15-19,22,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,1
2022,Murcia Este,15-19,22,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,2
2022,Murcia Este,15-19,22,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2022,Murcia Este,15-19,22,In-person,0,68,GP,102,3414.1666666666665,0.02987551867219917,1
2022,Murcia Este,15-19,22,In-person,0,86,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,15-19,22,In-person,0,208,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,15-19,22,In-person,0,213,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,15-19,22,In-person,0,258,GP,81,3414.1666666666665,0.023724676592628755,1
2022,Murcia Este,15-19,22,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2022,Murcia Este,15-19,22,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,2
2022,Murcia Este,20-24,26,In-person,0,5,GP,106,3414.1666666666665,0.031047107639736393,1
2022,Murcia Este,20-24,26,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,2
2022,Murcia Este,20-24,26,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,2
2022,Murcia Este,20-24,26,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,2
2022,Murcia Este,20-24,26,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,2
2022,Murcia Este,20-24,26,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,2
2022,Murcia Este,20-24,26,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,2
2022,Murcia Este,20-24,26,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,2
2022,Murcia Este,20-24,26,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2022,Murcia Este,20-24,26,In-person,0,68,GP,102,3414.1666666666665,0.02987551867219917,1
2022,Murcia Este,20-24,26,In-person,0,86,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,20-24,26,In-person,0,94,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,20-24,26,In-person,0,196,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,20-24,26,In-person,0,208,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,20-24,26,In-person,0,213,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,20-24,26,In-person,0,257,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,20-24,26,In-person,0,258,GP,81,3414.1666666666665,0.023724676592628755,1
2022,Murcia Este,20-24,26,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2022,Murcia Este,20-24,26,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,2
2022,Murcia Este,25-29,25,In-person,0,5,GP,106,3414.1666666666665,0.031047107639736393,1
2022,Murcia Este,25-29,25,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,2
2022,Murcia Este,25-29,25,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,2
2022,Murcia Este,25-29,25,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,1
2022,Murcia Este,25-29,25,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,2
2022,Murcia Este,25-29,25,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,2
2022,Murcia Este,25-29,25,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,2
2022,Murcia Este,25-29,25,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,2
2022,Murcia Este,25-29,25,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2022,Murcia Este,25-29,25,In-person,0,68,GP,102,3414.1666666666665,0.02987551867219917,1
2022,Murcia Este,25-29,25,In-person,0,86,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,25-29,25,In-person,0,94,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,25-29,25,In-person,0,196,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,25-29,25,In-person,0,208,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,25-29,25,In-person,0,213,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,25-29,25,In-person,0,257,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,25-29,25,In-person,0,258,GP,81,3414.1666666666665,0.023724676592628755,1
2022,Murcia Este,25-29,25,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2022,Murcia Este,25-29,25,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,2
2022,Murcia Este,30-34,25,In-person,0,5,GP,106,3414.1666666666665,0.031047107639736393,1
2022,Murcia Este,30-34,25,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,2
2022,Murcia Este,30-34,25,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,2
2022,Murcia Este,30-34,25,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,1
2022,Murcia Este,30-34,25,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,2
2022,Murcia Este,30-34,25,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,2
2022,Murcia Este,30-34,25,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,2
2022,Murcia Este,30-34,25,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,2
2022,Murcia Este,30-34,25,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2022,Murcia Este,30-34,25,In-person,0,68,GP,102,3414.1666666666665,0.02987551867219917,1
2022,Murcia Este,30-34,25,In-person,0,86,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,30-34,25,In-person,0,94,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,30-34,25,In-person,0,196,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,30-34,25,In-person,0,208,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,30-34,25,In-person,0,213,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,30-34,25,In-person,0,257,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,30-34,25,In-person,0,258,GP,81,3414.1666666666665,0.023724676592628755,1
2022,Murcia Este,30-34,25,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2022,Murcia Este,30-34,25,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,2
2022,Murcia Este,35-39,25,In-person,0,5,GP,106,3414.1666666666665,0.031047107639736393,1
2022,Murcia Este,35-39,25,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,2
2022,Murcia Este,35-39,25,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,2
2022,Murcia Este,35-39,25,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,1
2022,Murcia Este,35-39,25,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,2
2022,Murcia Este,35-39,25,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,2
2022,Murcia Este,35-39,25,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,2
2022,Murcia Este,35-39,25,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,2
2022,Murcia Este,35-39,25,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2022,Murcia Este,35-39,25,In-person,0,68,GP,102,3414.1666666666665,0.02987551867219917,1
2022,Murcia Este,35-39,25,In-person,0,86,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,35-39,25,In-person,0,94,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,35-39,25,In-person,0,196,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,35-39,25,In-person,0,208,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,35-39,25,In-person,0,213,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,35-39,25,In-person,0,257,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,35-39,25,In-person,0,258,GP,81,3414.1666666666665,0.023724676592628755,1
2022,Murcia Este,35-39,25,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2022,Murcia Este,35-39,25,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,2
2022,Murcia Este,40-44,28,In-person,0,5,GP,106,3414.1666666666665,0.031047107639736393,1
2022,Murcia Este,40-44,28,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,2
2022,Murcia Este,40-44,28,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,2
2022,Murcia Este,40-44,28,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,2
2022,Murcia Este,40-44,28,In-person,0,28,GP,65,3414.1666666666665,0.019038320722479865,1
2022,Murcia Este,40-44,28,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,2
2022,Murcia Este,40-44,28,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,2
2022,Murcia Este,40-44,28,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,2
2022,Murcia Este,40-44,28,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,2
2022,Murcia Este,40-44,28,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2022,Murcia Este,40-44,28,In-person,0,68,GP,102,3414.1666666666665,0.02987551867219917,1
2022,Murcia Este,40-44,28,In-person,0,86,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,40-44,28,In-person,0,94,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,40-44,28,In-person,0,196,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,40-44,28,In-person,0,208,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,40-44,28,In-person,0,213,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,40-44,28,In-person,0,257,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,40-44,28,In-person,0,258,GP,81,3414.1666666666665,0.023724676592628755,1
2022,Murcia Este,40-44,28,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2022,Murcia Este,40-44,28,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,2
2022,Murcia Este,45-49,28,In-person,0,5,GP,106,3414.1666666666665,0.031047107639736393,1
2022,Murcia Este,45-49,28,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,2
2022,Murcia Este,45-49,28,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,2
2022,Murcia Este,45-49,28,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,2
2022,Murcia Este,45-49,28,In-person,0,28,GP,65,3414.1666666666665,0.019038320722479865,1
2022,Murcia Este,45-49,28,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,2
2022,Murcia Este,45-49,28,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,2
2022,Murcia Este,45-49,28,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,2
2022,Murcia Este,45-49,28,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,2
2022,Murcia Este,45-49,28,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2022,Murcia Este,45-49,28,In-person,0,68,GP,102,3414.1666666666665,0.02987551867219917,1
2022,Murcia Este,45-49,28,In-person,0,86,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,45-49,28,In-person,0,94,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,45-49,28,In-person,0,196,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,45-49,28,In-person,0,208,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,45-49,28,In-person,0,213,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,45-49,28,In-person,0,257,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,45-49,28,In-person,0,258,GP,81,3414.1666666666665,0.023724676592628755,1
2022,Murcia Este,45-49,28,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2022,Murcia Este,45-49,28,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,2
2022,Murcia Este,5-9,18,In-person,0,5,GP,106,3414.1666666666665,0.031047107639736393,1
2022,Murcia Este,5-9,18,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,1
2022,Murcia Este,5-9,18,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,1
2022,Murcia Este,5-9,18,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,1
2022,Murcia Este,5-9,18,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,1
2022,Murcia Este,5-9,18,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,2
2022,Murcia Este,5-9,18,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,1
2022,Murcia Este,5-9,18,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,1
2022,Murcia Este,5-9,18,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2022,Murcia Este,5-9,18,In-person,0,68,GP,102,3414.1666666666665,0.02987551867219917,1
2022,Murcia Este,5-9,18,In-person,0,86,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,5-9,18,In-person,0,208,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,5-9,18,In-person,0,213,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,5-9,18,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2022,Murcia Este,5-9,18,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,1
2022,Murcia Este,50-54,25,In-person,0,5,GP,106,3414.1666666666665,0.031047107639736393,1
2022,Murcia Este,50-54,25,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,2
2022,Murcia Este,50-54,25,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,2
2022,Murcia Este,50-54,25,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,1
2022,Murcia Este,50-54,25,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,2
2022,Murcia Este,50-54,25,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,2
2022,Murcia Este,50-54,25,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,2
2022,Murcia Este,50-54,25,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,2
2022,Murcia Este,50-54,25,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2022,Murcia Este,50-54,25,In-person,0,68,GP,102,3414.1666666666665,0.02987551867219917,1
2022,Murcia Este,50-54,25,In-person,0,86,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,50-54,25,In-person,0,94,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,50-54,25,In-person,0,196,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,50-54,25,In-person,0,208,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,50-54,25,In-person,0,213,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,50-54,25,In-person,0,257,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,50-54,25,In-person,0,258,GP,81,3414.1666666666665,0.023724676592628755,1
2022,Murcia Este,50-54,25,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2022,Murcia Este,50-54,25,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,2
2022,Murcia Este,55-59,23,In-person,0,5,GP,106,3414.1666666666665,0.031047107639736393,1
2022,Murcia Este,55-59,23,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,2
2022,Murcia Este,55-59,23,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,2
2022,Murcia Este,55-59,23,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,1
2022,Murcia Este,55-59,23,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,2
2022,Murcia Este,55-59,23,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,2
2022,Murcia Este,55-59,23,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,2
2022,Murcia Este,55-59,23,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,2
2022,Murcia Este,55-59,23,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2022,Murcia Este,55-59,23,In-person,0,68,GP,102,3414.1666666666665,0.02987551867219917,1
2022,Murcia Este,55-59,23,In-person,0,86,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,55-59,23,In-person,0,94,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,55-59,23,In-person,0,196,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,55-59,23,In-person,0,208,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,55-59,23,In-person,0,213,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,55-59,23,In-person,0,257,GP,75,3414.1666666666665,0.02196729314132292,1
2022,Murcia Este,55-59,23,In-person,0,258,GP,81,3414.1666666666665,0.023724676592628755,1
2022,Murcia Este,55-59,23,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2022,Murcia Este,55-59,23,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,2
2022,Murcia Este,60-64,18,In-person,0,5,GP,106,3414.1666666666665,0.031047107639736393,1
2022,Murcia Este,60-64,18,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,1
2022,Murcia Este,60-64,18,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,1
2022,Murcia Este,60-64,18,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,1
2022,Murcia Este,60-64,18,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,1
2022,Murcia Este,60-64,18,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,2
2022,Murcia Este,60-64,18,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,1
2022,Murcia Este,60-64,18,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,1
2022,Murcia Este,60-64,18,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2022,Murcia Este,60-64,18,In-person,0,68,GP,102,3414.1666666666665,0.02987551867219917,1
2022,Murcia Este,60-64,18,In-person,0,86,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,60-64,18,In-person,0,208,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,60-64,18,In-person,0,213,GP,100,3414.1666666666665,0.02928972418843056,1
2022,Murcia Este,60-64,18,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2022,Murcia Este,60-64,18,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,1
2022,Murcia Este,65-69,11,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,1
2022,Murcia Este,65-69,11,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,1
2022,Murcia Este,65-69,11,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,1
2022,Murcia Este,65-69,11,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,1
2022,Murcia Este,65-69,11,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,1
2022,Murcia Este,65-69,11,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,1
2022,Murcia Este,65-69,11,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,1
2022,Murcia Este,65-69,11,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2022,Murcia Este,65-69,11,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,1
2022,Murcia Este,70-74,10,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,1
2022,Murcia Este,70-74,10,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,1
2022,Murcia Este,70-74,10,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,1
2022,Murcia Este,70-74,10,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,1
2022,Murcia Este,70-74,10,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,1
2022,Murcia Este,70-74,10,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,1
2022,Murcia Este,70-74,10,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,1
2022,Murcia Este,70-74,10,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2022,Murcia Este,70-74,10,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,1
2022,Murcia Este,75-79,7,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,1
2022,Murcia Este,75-79,7,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,1
2022,Murcia Este,75-79,7,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,1
2022,Murcia Este,80-84,6,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,1
2022,Murcia Oeste,0-4,46,In-person,0,2,GP,295,4477.276509528705,0.06588826921280608,3
2022,Murcia Oeste,0-4,46,In-person,0,4,GP,350,4477.276509528705,0.07817252279485466,4
2022,Murcia Oeste,0-4,46,In-person,0,15,GP,85,4477.276509528705,0.018984755535893273,1
2022,Murcia Oeste,0-4,46,In-person,0,20,GP,379.4542700040175,4477.276509528705,0.08475113591855427,4
2022,Murcia Oeste,0-4,46,In-person,0,21,GP,231,4477.276509528705,0.05159386504460407,2
2022,Murcia Oeste,0-4,46,In-person,0,23,GP,221,4477.276509528705,0.04936036439332252,2
2022,Murcia Oeste,0-4,46,In-person,0,24,GP,94.55555555555556,4477.276509528705,0.021118989491562323,1
2022,Murcia Oeste,0-4,46,In-person,0,30,GP,385,4477.276509528705,0.08598977507434012,4
2022,Murcia Oeste,0-4,46,In-person,0,33,GP,426.88605375451965,4477.276509528705,0.09534502790837354,4
2022,Murcia Oeste,0-4,46,In-person,0,34,GP,57.5,4477.276509528705,0.01284262874486898,1
2022,Murcia Oeste,0-4,46,In-person,0,36,GP,200,4477.276509528705,0.044670013025631235,2
2022,Murcia Oeste,0-4,46,In-person,0,45,GP,125,4477.276509528705,0.02791875814101952,1
2022,Murcia Oeste,0-4,46,In-person,0,65,GP,50,4477.276509528705,0.011167503256407809,1
2022,Murcia Oeste,0-4,46,In-person,0,76,GP,61.66666666666667,4477.276509528705,0.0137732540162363,1
2022,Murcia Oeste,0-4,46,In-person,0,79,GP,71.1476756257533,4477.276509528705,0.01589083798472893,1
2022,Murcia Oeste,0-4,46,In-person,0,184,GP,82.5,4477.276509528705,0.018426380373072884,1
2022,Murcia Oeste,0-4,46,In-person,0,185,GP,94.125,4477.276509528705,0.0210228248801877,1
2022,Murcia Oeste,0-4,46,In-person,0,186,GP,65,4477.276509528705,0.014517754233330151,1
2022,Murcia Oeste,0-4,46,In-person,0,199,GP,91.4,4477.276509528705,0.020414195952713477,1
2022,Murcia Oeste,0-4,46,In-person,0,221,GP,94.86356750100438,4477.276509528705,0.021187783979638566,1
2022,Murcia Oeste,0-4,46,In-person,0,226,GP,240,4477.276509528705,0.05360401563075748,2
2022,Murcia Oeste,0-4,46,In-person,0,227,GP,100,4477.276509528705,0.022335006512815617,1
2022,Murcia Oeste,10-14,34,In-person,0,2,GP,295,4477.276509528705,0.06588826921280608,2
2022,Murcia Oeste,10-14,34,In-person,0,4,GP,350,4477.276509528705,0.07817252279485466,3
2022,Murcia Oeste,10-14,34,In-person,0,15,GP,85,4477.276509528705,0.018984755535893273,1
2022,Murcia Oeste,10-14,34,In-person,0,20,GP,379.4542700040175,4477.276509528705,0.08475113591855427,3
2022,Murcia Oeste,10-14,34,In-person,0,21,GP,231,4477.276509528705,0.05159386504460407,2
2022,Murcia Oeste,10-14,34,In-person,0,23,GP,221,4477.276509528705,0.04936036439332252,2
2022,Murcia Oeste,10-14,34,In-person,0,24,GP,94.55555555555556,4477.276509528705,0.021118989491562323,1
2022,Murcia Oeste,10-14,34,In-person,0,30,GP,385,4477.276509528705,0.08598977507434012,3
2022,Murcia Oeste,10-14,34,In-person,0,33,GP,426.88605375451965,4477.276509528705,0.09534502790837354,3
2022,Murcia Oeste,10-14,34,In-person,0,36,GP,200,4477.276509528705,0.044670013025631235,2
2022,Murcia Oeste,10-14,34,In-person,0,45,GP,125,4477.276509528705,0.02791875814101952,1
2022,Murcia Oeste,10-14,34,In-person,0,79,GP,71.1476756257533,4477.276509528705,0.01589083798472893,1
2022,Murcia Oeste,10-14,34,In-person,0,184,GP,82.5,4477.276509528705,0.018426380373072884,1
2022,Murcia Oeste,10-14,34,In-person,0,185,GP,94.125,4477.276509528705,0.0210228248801877,1
2022,Murcia Oeste,10-14,34,In-person,0,199,GP,91.4,4477.276509528705,0.020414195952713477,1
2022,Murcia Oeste,10-14,34,In-person,0,221,GP,94.86356750100438,4477.276509528705,0.021187783979638566,1
2022,Murcia Oeste,10-14,34,In-person,0,226,GP,240,4477.276509528705,0.05360401563075748,2
2022,Murcia Oeste,10-14,34,In-person,0,227,GP,100,4477.276509528705,0.022335006512815617,1
2022,Murcia Oeste,15-19,41,In-person,0,2,GP,295,4477.276509528705,0.06588826921280608,3
2022,Murcia Oeste,15-19,41,In-person,0,4,GP,350,4477.276509528705,0.07817252279485466,3
2022,Murcia Oeste,15-19,41,In-person,0,15,GP,85,4477.276509528705,0.018984755535893273,1
2022,Murcia Oeste,15-19,41,In-person,0,20,GP,379.4542700040175,4477.276509528705,0.08475113591855427,3
2022,Murcia Oeste,15-19,41,In-person,0,21,GP,231,4477.276509528705,0.05159386504460407,2
2022,Murcia Oeste,15-19,41,In-person,0,23,GP,221,4477.276509528705,0.04936036439332252,2
2022,Murcia Oeste,15-19,41,In-person,0,24,GP,94.55555555555556,4477.276509528705,0.021118989491562323,1
2022,Murcia Oeste,15-19,41,In-person,0,30,GP,385,4477.276509528705,0.08598977507434012,4
